season,session,round,position,number,driver,team,col_5,col_6,col_7,col_8
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",43O. BearmanBEAPREMA Racing,8,1:59.474,1.410,0.554,177.508,10:28:14,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",54A. AntonelliANTPREMA Racing,8,1:59.493,1.429,0.019,177.479,10:27:51,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",617P. AronAROHitech Pulse-Eight,6,1:59.526,1.462,0.033,177.430,10:07:20,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",72Z. O'SullivanOSUART Grand Prix,10,1:59.884,1.820,0.358,176.901,10:15:35,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",87J. CrawfordCRADAMS Lucas Oil,7,1:59.884,1.820,0.000,176.901,10:16:03,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",923R. StanekSTATrident,12,1:59.921,1.857,0.037,176.846,10:12:33,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",105Z. MaloneyMALRodin Motorsport,9,2:00.002,1.938,0.081,176.727,10:18:27,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",1122R. VerschoorVERTrident,7,2:00.424,2.360,0.422,176.107,10:08:00,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",1216A. CordeelACOHitech Pulse-Eight,7,2:00.824,2.760,0.400,175.524,10:09:31,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",1311D. HaugerHAUMP Motorsport,9,2:00.842,2.778,0.018,175.498,10:16:38,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",1410G. BortoletoBORInvicta Racing,7,2:00.867,2.803,0.025,175.462,10:23:30,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",158J. CorreaJCODAMS Lucas Oil,9,2:00.921,2.857,0.054,175.383,10:20:11,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",169K. MainiMAIInvicta Racing,6,2:01.447,3.383,0.526,174.624,10:23:11,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",176R. MiyataMIYRodin Motorsport,10,2:01.461,3.397,0.014,174.604,10:18:21,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",181V. MartinsVMAART Grand Prix,10,2:01.698,3.634,0.237,174.264,10:13:56,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",1915R. VillagómezVILVan Amersfoort Racing,7,2:01.736,3.672,0.038,174.209,10:15:52,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",2012F. ColapintoCOLMP Motorsport,7,2:02.326,4.262,0.590,173.369,10:04:52,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",2114E. FittipaldiFITVan Amersfoort Racing,6,2:03.145,5.081,0.819,172.216,10:20:02,
2024,race,"ROUND 8

05
-
07
July

Silverstone
Results",2220I. HadjarHADCampos Racing,3,2:43.853,45.789,40.708,129.430,10:48:10,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","1
4
A. Antonelli
PREMA Racing",36,1:02:46.691,-,-,150.698,1:32.086,29
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","2
1
V. Martins
ART Grand Prix",36,1:02:59.219,12.528,12.528,150.198,1:33.187,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","3
22
R. Verschoor
Trident",36,1:03:00.046,13.355,0.827,150.165,1:33.442,33
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","4
10
G. Bortoleto
Invicta Racing",36,1:03:01.510,14.819,1.464,150.107,1:33.445,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","5
14
E. Fittipaldi
Van Amersfoort Racing",36,1:03:05.207,18.516,3.697,149.961,1:33.517,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","6
11
D. Hauger
MP Motorsport",36,1:03:05.870,19.179,0.663,149.934,1:34.292,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","7
9
K. Maini
Invicta Racing",36,1:03:06.961,20.270,1.091,149.891,1:33.300,31
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","8
6
R. Miyata
Rodin Motorsport",36,1:03:07.189,20.498,0.228,149.882,1:33.551,32
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","9
25
T. Barnard
AIX Racing",36,1:03:07.884,21.193,0.695,149.855,1:33.370,33
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","10
15
R. Villagómez
Van Amersfoort Racing",36,1:03:10.001,23.310,2.117,149.771,1:34.010,35
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","11
23
R. Stanek
Trident",36,1:03:11.573,24.882,1.572,149.709,1:34.214,33
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","12
21
J. Martí
Campos Racing",36,1:03:13.396,26.705,1.823,149.637,1:33.932,18
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","13
12
F. Colapinto
MP Motorsport",36,1:03:15.099,28.408,1.703,149.570,1:34.579,6
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","14
2
Z. O'Sullivan
ART Grand Prix",36,1:03:17.796,31.105,2.697,149.463,1:34.475,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","15
3
O. Bearman
PREMA Racing",36,1:03:18.198,31.507,0.402,149.448,1:34.356,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","16
8
J. Correa
DAMS Lucas Oil",36,1:03:18.574,31.883,0.376,149.433,1:34.551,31
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","17
7
J. Crawford
DAMS Lucas Oil",36,1:03:19.559,32.868,0.985,149.394,1:34.560,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","18
20
I. Hadjar
Campos Racing",36,1:03:20.445,33.754,0.886,149.359,1:34.849,6
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","19
24
J. Dürksen
AIX Racing",36,1:03:31.346,44.655,10.901,148.932,1:34.604,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","DNF
16
A. Cordeel
Hitech Pulse-Eight",21,35:59.796,DNF,-,153.282,1:34.937,17
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","DNF
5
Z. Maloney
Rodin Motorsport",6,9:36.969,DNF,-,163.762,1:34.190,4
2024,race,"ROUND 9

19
-
21
July

Budapest
Results","DNF
17
P. Aron
Hitech Pulse-Eight",6,9:37.454,DNF,-,163.624,1:34.162,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",19K. MainiMAIInvicta Racing,28,44:28.935,-,-,165.407,1:34.375,23
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",21V. MartinsVMAART Grand Prix,28,44:38.499,9.564,9.564,164.816,1:34.587,6
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",320I. HadjarHADCampos Racing,28,44:43.940,15.005,5.441,164.482,1:34.227,25
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",411D. HaugerHAUMP Motorsport,28,44:53.578,24.643,9.638,163.893,1:34.530,6
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",512F. ColapintoCOLMP Motorsport,28,44:55.096,26.161,1.518,163.801,1:35.072,24
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",617P. AronAROHitech Pulse-Eight,28,45:01.760,32.825,6.664,163.397,1:34.502,26
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",725T. BarnardBARAIX Racing,28,45:06.386,37.451,4.626,163.118,1:35.105,23
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",88J. CorreaJCODAMS Lucas Oil,28,45:09.839,40.904,3.453,162.910,1:34.663,28
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",97J. CrawfordCRADAMS Lucas Oil,28,45:18.289,49.354,8.450,162.403,1:35.342,8
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",103O. BearmanBEAPREMA Racing,28,45:21.548,52.613,3.259,162.209,1:35.497,5
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1115R. VillagómezVILVan Amersfoort Racing,28,45:22.956,54.021,1.408,162.125,1:35.474,6
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",126R. MiyataMIYRodin Motorsport,28,45:23.600,54.665,0.644,162.087,1:35.370,10
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",135Z. MaloneyMALRodin Motorsport,28,45:23.848,54.913,0.248,162.072,1:34.841,14
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",144A. AntonelliANTPREMA Racing,28,45:24.043,55.108,0.195,162.060,1:33.327,23
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1523R. StanekSTATrident,28,45:24.237,55.302,0.194,162.049,1:35.240,14
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1610G. BortoletoBORInvicta Racing,28,45:25.008,56.073,0.771,162.003,1:32.266,24
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1721J. MartíJMACampos Racing,28,45:26.372,57.437,1.364,161.922,1:35.625,14
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1824J. DürksenDURAIX Racing,28,45:28.757,59.822,2.385,161.780,1:33.096,25
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",192Z. O'SullivanOSUART Grand Prix,28,45:33.637,64.702,4.880,161.492,1:33.385,24
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2016A. CordeelACOHitech Pulse-Eight,28,45:34.798,65.863,1.161,161.423,1:35.243,13
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2114E. FittipaldiFITVan Amersfoort Racing,27,45:39.680,1 LAP,1 LAP,155.379,1:34.441,27
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",117P. AronAROHitech Pulse-Eight,11,1:30.028,-,-,175.185,16:31:32,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",214E. FittipaldiFITVan Amersfoort Racing,10,1:30.096,0.068,0.068,175.053,16:30:42,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",320I. HadjarHADCampos Racing,10,1:30.221,0.193,0.125,174.810,16:31:58,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",410G. BortoletoBORInvicta Racing,12,1:30.237,0.209,0.016,174.779,16:32:03,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",51V. MartinsVMAART Grand Prix,11,1:30.247,0.219,0.010,174.760,16:31:30,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",611D. HaugerHAUMP Motorsport,11,1:30.320,0.292,0.073,174.619,16:31:21,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",74A. AntonelliANTPREMA Racing,11,1:30.353,0.325,0.033,174.555,16:31:09,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",85Z. MaloneyMALRodin Motorsport,12,1:30.462,0.434,0.109,174.345,16:30:54,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",99K. MainiMAIInvicta Racing,9,1:30.492,0.464,0.030,174.287,16:31:37,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1022R. VerschoorVERTrident,10,1:30.606,0.578,0.114,174.067,16:35:43,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1124J. DürksenDURAIX Racing,11,1:30.620,0.592,0.014,174.041,16:31:43,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1212F. ColapintoCOLMP Motorsport,11,1:30.656,0.628,0.036,173.971,16:10:56,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1316A. CordeelACOHitech Pulse-Eight,10,1:30.697,0.669,0.041,173.893,16:31:48,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",143O. BearmanBEAPREMA Racing,11,1:30.744,0.716,0.047,173.803,16:31:54,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",152Z. O'SullivanOSUART Grand Prix,12,1:30.820,0.792,0.076,173.657,16:35:00,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1615R. VillagómezVILVan Amersfoort Racing,12,1:30.886,0.858,0.066,173.531,16:38:34,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1725T. BarnardBARAIX Racing,12,1:30.913,0.885,0.027,173.480,16:35:05,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",186R. MiyataMIYRodin Motorsport,12,1:30.979,0.951,0.066,173.354,16:30:58,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",198J. CorreaJCODAMS Lucas Oil,12,1:31.013,0.985,0.034,173.289,16:09:55,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2023R. StanekSTATrident,9,1:31.240,1.212,0.227,172.858,16:35:34,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2121J. MartíJMACampos Racing,4,1:31.539,1.511,0.299,172.293,16:11:13,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",227J. CrawfordCRADAMS Lucas Oil,11,1:31.791,1.763,0.252,171.820,16:13:20,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",15Z. MaloneyMALRodin Motorsport,22,1:32.668,-,-,170.194,11:45:59,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",27J. CrawfordCRADAMS Lucas Oil,19,1:32.801,0.133,0.133,169.950,11:51:00,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",314E. FittipaldiFITVan Amersfoort Racing,13,1:32.928,0.260,0.127,169.718,11:49:39,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",417P. AronAROHitech Pulse-Eight,20,1:32.984,0.316,0.056,169.616,11:45:45,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",511D. HaugerHAUMP Motorsport,18,1:33.100,0.432,0.116,169.404,11:34:07,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",66R. MiyataMIYRodin Motorsport,22,1:33.238,0.570,0.138,169.154,11:50:31,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",71V. MartinsVMAART Grand Prix,19,1:33.245,0.577,0.007,169.141,11:31:15,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",812F. ColapintoCOLMP Motorsport,20,1:33.467,0.799,0.222,168.739,11:46:21,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",910G. BortoletoBORInvicta Racing,18,1:33.512,0.844,0.045,168.658,11:36:50,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1020I. HadjarHADCampos Racing,20,1:33.512,0.844,0.000,168.658,11:51:10,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1123R. StanekSTATrident,18,1:33.544,0.876,0.032,168.600,11:33:02,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",123O. BearmanBEAPREMA Racing,19,1:33.604,0.936,0.060,168.492,11:34:32,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",132Z. O'SullivanOSUART Grand Prix,21,1:33.638,0.970,0.034,168.431,11:43:38,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1422R. VerschoorVERTrident,18,1:33.664,0.996,0.026,168.384,11:31:46,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",154A. AntonelliANTPREMA Racing,17,1:33.700,1.032,0.036,168.320,11:33:43,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1615R. VillagómezVILVan Amersfoort Racing,19,1:33.716,1.048,0.016,168.291,11:43:44,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1716A. CordeelACOHitech Pulse-Eight,22,1:33.820,1.152,0.104,168.104,11:46:09,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",189K. MainiMAIInvicta Racing,20,1:33.876,1.208,0.056,168.004,11:39:26,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",1924J. DürksenDURAIX Racing,20,1:34.219,1.551,0.343,167.392,11:38:45,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2021J. MartíJMACampos Racing,7,1:34.290,1.622,0.071,167.266,11:18:53,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",218J. CorreaJCODAMS Lucas Oil,19,1:34.683,2.015,0.393,166.572,11:36:46,
2024,race,"ROUND 9

19
-
21
July

Budapest
Results",2225T. BarnardBARAIX Racing,19,1:34.870,2.202,0.187,166.244,11:45:11,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","1
20
I. Hadjar
Campos Racing",25,57:08.495,-,-,183.728,1:59.647,8
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","2
10
G. Bortoleto
Invicta Racing",25,57:11.429,2.934,2.934,183.571,1:59.404,13
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","3
7
J. Crawford
DAMS Lucas Oil",25,57:20.588,12.093,9.159,183.083,2:00.316,14
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","4
2
Z. O'Sullivan
ART Grand Prix",25,57:22.236,13.741,1.648,182.995,2:00.274,12
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","5
22
R. Verschoor
Trident",25,57:27.887,19.392,5.651,182.695,2:00.201,19
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","6
5
Z. Maloney
Rodin Motorsport",25,57:29.777,21.282,1.890,182.595,2:00.393,12
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","7
6
R. Miyata
Rodin Motorsport",25,57:30.379,21.884,0.602,182.563,2:00.049,14
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","8
16
A. Cordeel
Hitech Pulse-Eight",25,57:33.883,25.388,3.504,182.378,2:01.166,19
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","9
4
A. Antonelli
PREMA Racing",25,57:40.295,31.800,6.412,182.040,2:00.281,17
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","10
24
J. Dürksen
AIX Racing",25,57:40.941,32.446,0.646,182.006,2:00.359,12
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","11
8
J. Correa
DAMS Lucas Oil",25,57:48.023,39.528,7.082,181.634,2:01.536,19
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","12
11
D. Hauger
MP Motorsport",25,57:50.543,42.048,2.520,181.502,2:00.727,9
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","13
25
T. Barnard
AIX Racing",25,57:52.245,43.750,1.702,181.413,2:01.009,19
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","14
23
R. Stanek
Trident",25,58:02.149,53.654,9.904,180.897,2:01.039,13
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","15
9
K. Maini
Invicta Racing",25,58:07.326,58.831,5.177,180.629,2:01.504,18
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
17
P. Aron
Hitech Pulse-Eight",24,55:15.711,DNF,-,182.373,1:59.029,11
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
14
E. Fittipaldi
Van Amersfoort Racing",10,26:32.137,DNF,-,158.087,2:01.899,8
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
1
V. Martins
ART Grand Prix",3,9:18.392,DNF,-,134.666,2:53.319,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
15
R. Villagómez
Van Amersfoort Racing",3,9:17.620,DNF,-,134.853,2:54.571,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
3
O. Bearman
PREMA Racing",-,-,DNF,-,-,-,-
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
21
J. Martí
Campos Racing",-,-,DNF,-,-,-,-
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results","DNF
12
F. Colapinto
MP Motorsport",-,-,DNF,-,-,-,-
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",12Z. O'SullivanOSUART Grand Prix,5,14:15.548,-,-,146.836,2:19.889,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",211D. HaugerHAUMP Motorsport,5,14:16.397,0.849,0.849,146.690,2:20.589,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",322R. VerschoorVERTrident,5,14:16.670,1.122,0.273,146.644,2:20.720,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",45Z. MaloneyMALRodin Motorsport,5,14:18.579,3.031,1.909,146.318,3:20.674,5
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",57J. CrawfordCRADAMS Lucas Oil,5,14:19.599,4.051,1.020,146.144,2:32.084,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",64A. AntonelliANTPREMA Racing,5,14:20.758,5.210,1.159,145.947,2:22.070,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",73O. BearmanBEAPREMA Racing,5,14:21.570,6.022,0.812,145.810,2:21.569,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",812F. ColapintoCOLMP Motorsport,5,14:23.213,7.665,1.643,145.532,3:20.104,5
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",920I. HadjarHADCampos Racing,5,14:24.455,8.907,1.242,145.323,2:22.041,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1010G. BortoletoBORInvicta Racing,5,14:25.455,9.907,1.000,145.155,2:35.681,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1116A. CordeelACOHitech Pulse-Eight,5,14:26.735,11.187,1.280,144.941,2:36.060,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",121V. MartinsVMAART Grand Prix,5,14:28.190,12.642,1.455,144.698,3:20.160,5
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",139K. MainiMAIInvicta Racing,5,14:29.647,14.099,1.457,144.455,2:40.879,3
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1414E. FittipaldiFITVan Amersfoort Racing,5,14:31.247,15.699,1.600,144.190,2:22.495,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",156R. MiyataMIYRodin Motorsport,5,14:32.245,16.697,0.998,144.025,2:22.988,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1625T. BarnardBARAIX Racing,5,14:32.633,17.085,0.388,143.961,2:22.974,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",178J. CorreaJCODAMS Lucas Oil,5,14:33.399,17.851,0.766,143.835,2:22.061,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1817P. AronAROHitech Pulse-Eight,5,14:34.250,18.702,0.851,143.695,2:22.903,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1924J. DürksenDURAIX Racing,5,14:34.802,19.254,0.552,143.604,2:23.166,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",2023R. StanekSTATrident,5,14:35.734,20.186,0.932,143.451,2:23.395,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",2115R. VillagómezVILVan Amersfoort Racing,5,14:36.748,21.200,1.014,143.285,2:24.093,2
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",DNF21J. MartíJMACampos Racing,1,3:28.816,DNF,-,118.611,-,-
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",117P. AronAROHitech Pulse-Eight,10,1:56.959,-,-,215.583,16:32:52,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",210G. BortoletoBORInvicta Racing,10,1:57.127,0.168,0.168,215.274,16:33:28,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",320I. HadjarHADCampos Racing,9,1:57.241,0.282,0.114,215.064,16:33:19,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",47J. CrawfordCRADAMS Lucas Oil,10,1:57.382,0.423,0.141,214.806,16:32:50,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",54A. AntonelliANTPREMA Racing,10,1:57.397,0.438,0.015,214.778,16:33:44,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",65Z. MaloneyMALRodin Motorsport,9,1:57.506,0.547,0.109,214.579,16:32:56,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",712F. ColapintoCOLMP Motorsport,11,1:57.683,0.724,0.177,214.256,16:37:51,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",822R. VerschoorVERTrident,10,1:57.748,0.789,0.065,214.138,16:33:11,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",911D. HaugerHAUMP Motorsport,11,1:57.774,0.815,0.026,214.091,16:32:45,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",102Z. O'SullivanOSUART Grand Prix,11,1:57.782,0.823,0.008,214.076,16:37:49,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1116A. CordeelACOHitech Pulse-Eight,10,1:57.801,0.842,0.019,214.042,16:33:32,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",129K. MainiMAIInvicta Racing,10,1:57.804,0.845,0.003,214.036,16:33:50,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1314E. FittipaldiFITVan Amersfoort Racing,11,1:57.821,0.862,0.017,214.005,16:37:42,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",148J. CorreaJCODAMS Lucas Oil,10,1:57.913,0.954,0.092,213.839,16:32:48,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",153O. BearmanBEAPREMA Racing,11,1:57.979,1.020,0.066,213.719,16:33:22,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",166R. MiyataMIYRodin Motorsport,9,1:58.063,1.104,0.084,213.567,16:33:06,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1721J. MartíJMACampos Racing,9,1:58.120,1.161,0.057,213.464,16:33:38,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1815R. VillagómezVILVan Amersfoort Racing,11,1:58.189,1.230,0.069,213.339,16:33:09,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",1925T. BarnardBARAIX Racing,10,1:58.788,1.829,0.599,212.263,16:33:41,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",2024J. DürksenDURAIX Racing,10,1:59.072,2.113,0.284,211.757,16:16:33,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",2123R. StanekSTATrident,9,1:59.459,2.500,0.387,211.071,16:16:38,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",120I. HadjarHADCampos Racing,9,1:58.730,-,-,212.367,11:45:01,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",21V. MartinsVMAART Grand Prix,9,1:58.740,0.010,0.010,212.349,11:44:46,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",34A. AntonelliANTPREMA Racing,9,1:59.177,0.447,0.437,211.571,11:44:50,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",417P. AronAROHitech Pulse-Eight,8,1:59.314,0.584,0.137,211.328,11:45:10,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",516A. CordeelACOHitech Pulse-Eight,8,1:59.368,0.638,0.054,211.232,11:45:30,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",611D. HaugerHAUMP Motorsport,12,1:59.391,0.661,0.023,211.191,11:46:26,
2024,race,"ROUND 10

26
-
28
July

Spa-Francorchamps
Results",72Z. O'SullivanOSUART Grand Prix,9,1:59.538,0.808,0.147,210.932,11:44:43,
